TimeStamp,turbine_power1,turbine_power10,ws
2020-12-17 12:10:00,1845.63,3689.09,16.29
2020-12-17 12:20:00,1844.73,3688.63,15.4
2020-12-17 12:30:00,1843.8,3691.33,14.76
2020-12-17 12:40:00,1846.83,3688.1,14.95
2020-12-17 12:50:00,1844.78,3690.56,14.8
2020-12-17 13:00:00,1846.14,3689.82,14.96
2020-12-17 13:10:00,1845.87,3689.2,15.41
2020-12-17 13:20:00,1845.78,3689.48,15.06
2020-12-17 13:30:00,1839.81,3689.54,15.77
2020-12-17 13:40:00,1845.92,3690.7,16.1
2020-12-17 13:50:00,1839.05,3688.96,15.49
2020-12-17 14:00:00,1845.77,3687.62,15.56
2020-12-17 14:10:00,1843.68,3686.17,15.2
2020-12-17 14:20:00,1844.1,3688.23,15.5
2020-12-17 14:30:00,1847.08,3689.54,15.41
2020-12-17 14:40:00,1846.85,3692.14,15.18
2020-12-17 14:50:00,1845.42,3688.0,14.91
2020-12-17 15:00:00,1844.56,3688.56,14.12
2020-12-17 15:10:00,1846.19,3688.38,13.73
2020-12-17 15:20:00,1842.93,3691.67,13.74
2020-12-17 15:30:00,1845.01,3689.97,13.44
2020-12-17 15:40:00,1845.72,3689.5,12.93
2020-12-17 15:50:00,1846.01,3688.8,12.61
2020-12-17 16:00:00,1844.18,3690.02,12.9
2020-12-17 16:10:00,1843.82,3691.54,12.59
2020-12-17 16:20:00,1846.16,3695.17,12.93
2020-12-17 16:30:00,1845.91,3686.0,13.57
2020-12-17 16:40:00,1844.14,3690.75,13.85
2020-12-17 16:50:00,1845.28,3688.44,13.67
2020-12-17 17:00:00,1844.03,3689.99,14.11
2020-12-17 17:10:00,1845.57,3683.18,13.59
2020-12-17 17:20:00,1845.18,3687.98,13.71
2020-12-17 17:30:00,1844.08,3688.73,14.01
2020-12-17 17:40:00,1845.25,3689.66,14.11
2020-12-17 17:50:00,1845.32,3691.23,14.34
2020-12-17 18:00:00,1844.69,3689.07,14.4
2020-12-17 18:10:00,1843.59,3689.78,14.95
2020-12-17 18:20:00,1845.32,3690.2,15.06
2020-12-17 18:30:00,1843.67,3690.12,14.76
2020-12-17 18:40:00,1844.47,3689.54,14.33
2020-12-17 18:50:00,1843.79,3690.01,14.38
2020-12-17 19:00:00,1844.19,3689.41,14.19
2020-12-17 19:10:00,1844.82,3689.94,14.22
2020-12-17 19:20:00,1846.62,3688.47,14.25
2020-12-17 19:30:00,1845.16,3689.3,14.61
2020-12-17 19:40:00,1846.05,3690.52,15.63
2020-12-17 19:50:00,1844.91,3687.69,16.24
2020-12-17 20:00:00,1842.84,3690.15,16.48
2020-12-17 20:10:00,1844.9,3690.96,16.79
2020-12-17 20:20:00,1841.96,3688.79,16.49
2020-12-17 20:30:00,1844.4,3688.94,16.47
2020-12-17 20:40:00,1846.99,3688.04,16.04
2020-12-17 20:50:00,1845.75,3689.85,15.62
2020-12-17 21:00:00,1842.57,3690.17,15.04
2020-12-17 21:10:00,1847.99,3691.16,13.79
2020-12-17 21:20:00,1844.15,3683.33,12.81
2020-12-17 21:30:00,1844.05,3688.9,12.06
2020-12-17 21:40:00,1845.46,3543.47,13.19
2020-12-17 21:50:00,1853.09,1938.71,13.97
2020-12-17 22:00:00,1846.56,3637.38,14.08
2020-12-17 22:10:00,1849.77,3692.03,14.22
2020-12-17 22:20:00,1849.71,3690.83,14.6
2020-12-17 22:30:00,1838.68,3620.17,15.11
2020-12-17 22:40:00,1849.84,3301.23,15.51
2020-12-17 22:50:00,1848.2,3673.55,16.11
2020-12-17 23:00:00,1848.15,3691.69,16.27
2020-12-17 23:10:00,1849.61,3692.18,15.31
2020-12-17 23:20:00,1846.11,3687.2,15.18
2020-12-17 23:30:00,1844.54,3692.8,14.71
2020-12-17 23:40:00,1850.0,3688.38,13.47
2020-12-17 23:50:00,1841.65,3689.43,12.28
2020-12-18 00:00:00,1842.73,3691.04,11.69
2020-12-18 00:10:00,1845.69,3690.09,12.33
2020-12-18 00:20:00,1843.33,3687.79,12.11
2020-12-18 00:30:00,1844.52,3687.45,12.72
2020-12-18 00:40:00,1844.46,3695.22,13.22
2020-12-18 00:50:00,1847.2,3693.35,12.74
2020-12-18 01:00:00,1843.66,3689.76,12.45
2020-12-18 01:10:00,1843.85,3688.78,13.32
2020-12-18 01:20:00,1844.38,3686.69,13.08
2020-12-18 01:30:00,1846.68,3689.29,13.25
2020-12-18 01:40:00,1845.16,3694.14,13.68
2020-12-18 01:50:00,1845.23,3689.91,13.64
2020-12-18 02:00:00,1843.64,3690.89,12.41
2020-12-18 02:10:00,1844.29,3691.65,14.27
2020-12-18 02:20:00,1843.87,3688.56,15.34
2020-12-18 02:30:00,1842.91,3688.74,15.11
2020-12-18 02:40:00,1844.8,3686.48,15.04
2020-12-18 02:50:00,1845.34,3687.55,15.43
2020-12-18 03:00:00,1844.38,3690.17,15.19
2020-12-18 03:10:00,1843.91,3691.18,14.71
2020-12-18 03:20:00,1844.84,3691.87,13.53
2020-12-18 03:30:00,1844.0,3690.67,13.69
2020-12-18 03:40:00,1843.62,3689.31,14.39
2020-12-18 03:50:00,1845.37,3688.27,14.4
2020-12-18 04:00:00,1844.47,3689.47,13.68
2020-12-18 04:10:00,1844.11,3690.63,14.06
2020-12-18 04:20:00,1845.37,3689.25,13.11
2020-12-18 04:30:00,1844.02,3689.61,12.94
2020-12-18 04:40:00,1847.52,3694.95,12.75
2020-12-18 04:50:00,1845.62,3690.78,13.01
2020-12-18 05:00:00,1844.95,3689.99,13.27
2020-12-18 05:10:00,1845.18,3689.94,13.27
2020-12-18 05:20:00,1846.3,3690.2,13.33
2020-12-18 05:30:00,1845.32,3691.79,13.03
2020-12-18 05:40:00,1844.79,3689.16,12.9
2020-12-18 05:50:00,1845.56,3689.76,12.6
2020-12-18 06:00:00,1844.76,3685.47,12.97
2020-12-18 06:10:00,1845.99,3689.31,13.16
2020-12-18 06:20:00,1846.06,3691.66,12.44
2020-12-18 06:30:00,1844.18,3688.47,13.47
2020-12-18 06:40:00,1844.73,3691.5,13.09
2020-12-18 06:50:00,1846.02,3689.38,12.84
2020-12-18 07:00:00,1843.18,3694.39,12.1
2020-12-18 07:10:00,1843.97,3690.19,12.11
2020-12-18 07:20:00,1844.28,3695.74,12.4
2020-12-18 07:30:00,1843.69,3692.82,12.42
2020-12-18 07:40:00,1845.21,3693.93,11.91
2020-12-18 07:50:00,1843.27,3686.71,11.82
2020-12-18 08:00:00,1845.84,3687.52,11.87
2020-12-18 08:10:00,1844.57,3692.94,11.69
2020-12-18 08:20:00,1842.69,3681.55,11.47
2020-12-18 08:30:00,1845.12,3620.63,11.13
2020-12-18 08:40:00,1844.8,3009.64,10.52
2020-12-18 08:50:00,1844.62,3136.03,10.76
2020-12-18 09:00:00,1843.16,3513.56,11.12
2020-12-18 09:10:00,1846.41,3586.1,11.05
2020-12-18 09:20:00,1844.19,3692.54,11.26
2020-12-18 09:30:00,1844.68,3688.9,11.48
2020-12-18 09:40:00,1843.8,3690.65,11.73
2020-12-18 09:50:00,1846.85,3684.65,11.43
2020-12-18 10:00:00,1843.87,3674.18,11.38
2020-12-18 10:10:00,1846.36,3659.62,11.01
2020-12-18 10:20:00,1842.15,3661.75,11.12
2020-12-18 10:30:00,1844.55,3669.64,11.12
2020-12-18 10:40:00,1846.27,3659.83,10.96
2020-12-18 10:50:00,1844.47,3586.12,10.96
2020-12-18 11:00:00,1844.82,3549.72,10.68
2020-12-18 11:10:00,1846.68,3682.6,10.76
2020-12-18 11:20:00,1844.03,3674.47,10.61
2020-12-18 11:30:00,1845.08,3671.85,10.76
2020-12-18 11:40:00,1843.34,3659.34,10.62
2020-12-18 11:50:00,1846.72,3565.79,10.51
2020-12-18 12:00:00,1845.83,3310.45,10.17
2020-12-18 12:10:00,1842.28,3067.27,9.62
2020-12-18 12:20:00,1845.72,3164.31,9.59
2020-12-18 12:30:00,1845.29,3315.38,9.59
2020-12-18 12:40:00,976.82,3526.16,9.88
2020-12-18 12:50:00,1594.76,3471.89,9.97
2020-12-18 13:00:00,1845.01,3396.6,9.76
2020-12-18 13:10:00,1845.48,3290.48,9.53
2020-12-18 13:20:00,1845.42,3284.77,9.61
2020-12-18 13:30:00,1849.52,3407.81,9.75
2020-12-18 13:40:00,1845.23,3329.68,9.87
2020-12-18 13:50:00,1843.81,2835.52,9.63
2020-12-18 14:00:00,1845.71,2482.09,9.09
2020-12-18 14:10:00,1840.04,2092.03,8.45
2020-12-18 14:20:00,1853.1,1867.95,8.26
2020-12-18 14:30:00,1843.92,1967.0,7.97
2020-12-18 14:40:00,1835.1,1774.72,7.79
2020-12-18 14:50:00,1808.07,1901.88,7.91
2020-12-18 15:00:00,1796.68,881.61,7.99
2020-12-18 15:10:00,1844.0,1411.23,8.17
2020-12-18 15:20:00,1825.16,1631.55,7.6
2020-12-18 15:30:00,1608.52,1542.92,7.47
2020-12-18 15:40:00,1291.83,1267.12,7.15
2020-12-18 15:50:00,971.04,903.38,6.44
2020-12-18 16:00:00,751.61,754.28,5.96
2020-12-18 16:10:00,599.11,591.14,5.62
2020-12-18 16:20:00,556.66,503.11,5.32
2020-12-18 16:30:00,535.62,479.64,5.29
2020-12-18 16:40:00,473.1,535.61,5.37
2020-12-18 16:50:00,485.27,558.25,5.38
2020-12-18 17:00:00,572.26,545.3,5.48
2020-12-18 17:10:00,448.41,398.6,5.2
2020-12-18 17:20:00,409.98,353.22,4.97
2020-12-18 17:30:00,351.93,320.01,4.84
2020-12-18 17:40:00,328.93,364.15,4.83
2020-12-18 17:50:00,327.56,318.34,4.82
2020-12-18 18:00:00,339.6,394.22,4.94
2020-12-18 18:10:00,400.42,378.09,5.08
2020-12-18 18:20:00,358.9,377.62,5.08
2020-12-18 18:30:00,337.58,399.04,5.04
2020-12-18 18:40:00,258.88,244.0,4.53
2020-12-18 18:50:00,260.78,188.52,4.38
2020-12-18 19:00:00,235.21,254.74,4.58
2020-12-18 19:10:00,316.84,371.01,4.9
2020-12-18 19:20:00,371.97,355.44,4.95
2020-12-18 19:30:00,412.72,364.69,5.09
2020-12-18 19:40:00,459.24,372.6,5.22
2020-12-18 19:50:00,473.71,411.38,5.29
2020-12-18 20:00:00,388.62,380.33,5.12
2020-12-18 20:10:00,395.03,356.87,5.14
2020-12-18 20:20:00,339.43,297.2,5.02
2020-12-18 20:30:00,263.91,326.61,4.97
2020-12-18 20:40:00,352.32,348.48,4.98
2020-12-18 20:50:00,369.16,356.51,5.11
2020-12-18 21:00:00,273.27,268.15,4.76
2020-12-18 21:10:00,326.18,306.58,4.89
2020-12-18 21:20:00,258.02,287.38,4.78
2020-12-18 21:30:00,273.37,305.57,4.92
2020-12-18 21:40:00,300.73,281.52,4.91
2020-12-18 21:50:00,233.25,204.88,4.67
2020-12-18 22:00:00,172.52,-9.85,4.33
2020-12-18 22:10:00,278.68,141.36,4.44
2020-12-18 22:20:00,178.18,180.78,4.24
2020-12-18 22:30:00,87.54,227.92,4.13
2020-12-18 22:40:00,128.04,185.92,4.06
2020-12-18 22:50:00,171.42,132.67,4.03
2020-12-18 23:00:00,199.61,111.94,4.08
2020-12-18 23:10:00,143.01,150.72,4.09
2020-12-18 23:20:00,89.06,140.31,4.32
2020-12-18 23:30:00,76.18,183.69,4.41
2020-12-18 23:40:00,161.15,160.23,4.43
2020-12-18 23:50:00,190.45,222.18,4.66
2020-12-19 00:00:00,172.8,235.1,4.65
2020-12-19 00:10:00,190.01,218.37,4.59
2020-12-19 00:20:00,207.87,237.26,4.73
2020-12-19 00:30:00,214.42,239.62,4.86
2020-12-19 00:40:00,226.43,263.73,4.96
2020-12-19 00:50:00,250.98,279.15,5.05
2020-12-19 01:00:00,316.83,328.65,5.33
2020-12-19 01:10:00,338.85,366.78,5.52
2020-12-19 01:20:00,318.23,367.55,5.64
2020-12-19 01:30:00,302.45,378.27,5.67
2020-12-19 01:40:00,385.43,363.48,5.68
2020-12-19 01:50:00,383.92,335.57,5.94
2020-12-19 02:00:00,327.71,388.82,5.91
2020-12-19 02:10:00,280.18,351.8,5.69
2020-12-19 02:20:00,269.86,317.72,5.5
2020-12-19 02:30:00,137.0,207.24,4.8
2020-12-19 02:40:00,208.41,225.18,4.96
2020-12-19 02:50:00,212.99,312.66,5.25
2020-12-19 03:00:00,180.0,393.16,5.44
2020-12-19 03:10:00,156.53,253.01,5.04
2020-12-19 03:20:00,211.31,234.3,5.05
2020-12-19 03:30:00,204.56,218.32,5.15
2020-12-19 03:40:00,208.59,221.58,5.34
2020-12-19 03:50:00,122.08,200.47,5.16
2020-12-19 04:00:00,158.4,242.81,5.22
2020-12-19 04:10:00,258.45,321.34,5.66
2020-12-19 04:20:00,203.17,299.62,5.55
2020-12-19 04:30:00,156.13,343.39,5.59
2020-12-19 04:40:00,86.79,359.45,5.65
2020-12-19 04:50:00,136.77,368.98,5.38
2020-12-19 05:00:00,295.74,340.37,5.29
2020-12-19 05:10:00,367.03,367.43,5.5
2020-12-19 05:20:00,264.39,314.94,5.42
2020-12-19 05:30:00,202.36,256.77,5.01
2020-12-19 05:40:00,266.55,267.17,5.26
2020-12-19 05:50:00,241.14,248.7,5.27
2020-12-19 06:00:00,182.25,291.09,5.32
2020-12-19 06:10:00,233.05,380.36,5.55
2020-12-19 06:20:00,187.14,316.9,5.47
2020-12-19 06:30:00,231.82,265.66,5.32
2020-12-19 06:40:00,345.22,270.04,5.43
2020-12-19 06:50:00,378.72,281.45,5.85
2020-12-19 07:00:00,391.47,379.34,6.21
2020-12-19 07:10:00,318.68,469.86,6.22
2020-12-19 07:20:00,349.15,645.51,6.46
2020-12-19 07:30:00,382.07,566.54,5.94
2020-12-19 07:40:00,444.52,463.66,5.51
2020-12-19 07:50:00,469.94,512.81,5.66
2020-12-19 08:00:00,649.34,597.93,5.98
2020-12-19 08:10:00,665.51,522.39,5.82
2020-12-19 08:20:00,550.06,452.02,5.52
2020-12-19 08:30:00,449.7,361.43,5.2
2020-12-19 08:40:00,438.05,434.55,5.34
2020-12-19 08:50:00,440.36,393.13,5.41
2020-12-19 09:00:00,393.58,504.43,5.54
2020-12-19 09:10:00,366.22,382.51,5.19
2020-12-19 09:20:00,348.14,375.91,5.15
2020-12-19 09:30:00,323.92,315.35,5.15
2020-12-19 09:40:00,229.74,334.51,4.98
2020-12-19 09:50:00,161.58,345.93,4.92
2020-12-19 10:00:00,295.22,348.54,4.94
2020-12-19 10:10:00,258.67,291.96,4.79
2020-12-19 10:20:00,274.94,269.0,4.96
2020-12-19 10:30:00,277.11,292.91,4.86
2020-12-19 10:40:00,259.35,223.73,4.7
2020-12-19 10:50:00,209.22,266.16,4.71
2020-12-19 11:00:00,224.41,262.5,4.72
2020-12-19 11:10:00,244.59,273.13,4.81
2020-12-19 11:20:00,303.87,222.63,4.8
2020-12-19 11:30:00,303.23,227.66,4.79
2020-12-19 11:40:00,273.42,186.85,4.65
2020-12-19 11:50:00,327.37,169.29,4.64
2020-12-19 12:00:00,344.98,158.47,4.63
2020-12-19 12:10:00,319.19,149.48,4.67
2020-12-19 12:20:00,321.81,163.49,4.63
2020-12-19 12:30:00,364.97,218.04,4.81
2020-12-19 12:40:00,353.56,266.15,4.97
2020-12-19 12:50:00,373.78,314.36,5.12
2020-12-19 13:00:00,431.38,326.5,5.67
2020-12-19 13:10:00,456.47,286.76,5.82
2020-12-19 13:20:00,420.01,282.81,5.77
2020-12-19 13:30:00,450.66,281.34,5.73
2020-12-19 13:40:00,553.22,341.89,6.0
2020-12-19 13:50:00,593.57,345.63,6.05
2020-12-19 14:00:00,498.47,322.43,5.77
2020-12-19 14:10:00,796.48,556.71,6.4
2020-12-19 14:20:00,933.5,931.31,8.12
2020-12-19 14:30:00,1780.56,1162.29,8.56
2020-12-19 14:40:00,1845.17,1158.39,8.94
2020-12-19 14:50:00,1844.57,1820.83,9.36
2020-12-19 15:00:00,1842.61,2367.67,9.04
2020-12-19 15:10:00,1843.39,1247.82,7.93
2020-12-19 15:20:00,1845.07,974.92,7.56
2020-12-19 15:30:00,1840.87,1420.52,8.15
2020-12-19 15:40:00,1845.47,2309.23,9.32
2020-12-19 15:50:00,1844.01,3657.81,10.66
2020-12-19 16:00:00,1845.88,2746.95,10.41
2020-12-19 16:10:00,1844.56,3526.44,10.19
2020-12-19 16:20:00,1840.84,3090.35,9.81
2020-12-19 16:30:00,1845.07,3482.09,10.64
2020-12-19 16:40:00,1844.95,3663.23,11.64
2020-12-19 16:50:00,1845.78,3524.05,10.74
2020-12-19 17:00:00,1844.44,3184.54,9.55
2020-12-19 17:10:00,1844.29,2960.09,9.29
2020-12-19 17:20:00,1845.0,2788.2,9.76
2020-12-19 17:30:00,1846.2,3601.13,11.5
2020-12-19 17:40:00,1846.73,3650.04,11.41
2020-12-19 17:50:00,1847.58,3636.47,11.55
2020-12-19 18:00:00,1845.4,3488.54,12.29
2020-12-19 18:10:00,1846.68,3530.14,11.68
2020-12-19 18:20:00,1846.76,3625.13,11.98
2020-12-19 18:30:00,1842.33,3685.49,12.25
2020-12-19 18:40:00,1845.78,3683.94,12.64
2020-12-19 18:50:00,1843.03,3692.12,11.86
2020-12-19 19:00:00,1844.53,3674.92,11.46
2020-12-19 19:10:00,1843.77,3684.3,10.94
2020-12-19 19:20:00,1843.74,2671.59,9.85
2020-12-19 19:30:00,1844.19,1688.85,10.52
2020-12-19 19:40:00,1842.59,3578.11,11.59
2020-12-19 19:50:00,1847.42,3628.25,11.98
2020-12-19 20:00:00,1840.45,3688.0,12.81
2020-12-19 20:10:00,1841.58,3684.32,12.16
2020-12-19 20:20:00,1844.1,3682.77,12.49
2020-12-19 20:30:00,1849.32,3689.32,13.02
2020-12-19 20:40:00,1842.65,3629.62,12.41
2020-12-19 20:50:00,1846.48,3584.23,13.58
2020-12-19 21:00:00,1845.86,3693.46,15.19
2020-12-19 21:10:00,1843.05,3689.64,15.48
2020-12-19 21:20:00,1842.02,3690.45,15.58
2020-12-19 21:30:00,1843.12,3688.34,15.36
2020-12-19 21:40:00,1843.69,3689.95,14.17
2020-12-19 21:50:00,1841.61,3688.58,13.36
2020-12-19 22:00:00,1846.04,3686.91,13.14
2020-12-19 22:10:00,1843.31,3691.38,13.3
2020-12-19 22:20:00,1845.72,3686.71,13.26
2020-12-19 22:30:00,1842.01,3688.62,12.88
2020-12-19 22:40:00,1852.05,3693.01,13.02
2020-12-19 22:50:00,1839.36,3691.2,14.28
2020-12-19 23:00:00,1843.35,3687.16,14.33
2020-12-19 23:10:00,1846.76,3687.54,13.86
2020-12-19 23:20:00,1841.82,3686.78,13.56
2020-12-19 23:30:00,1848.64,3692.49,14.02
2020-12-19 23:40:00,1846.74,3684.4,13.67
2020-12-19 23:50:00,1839.96,3692.92,13.99
2020-12-20 00:00:00,1838.95,3682.9,14.03
2020-12-20 00:10:00,1844.37,3702.57,13.54
2020-12-20 00:20:00,1848.13,3703.6,13.04
2020-12-20 00:30:00,1846.1,3702.92,13.0
2020-12-20 00:40:00,1844.58,3693.84,13.34
2020-12-20 00:50:00,1842.94,3691.51,13.42
2020-12-20 01:00:00,1845.88,3685.6,13.63
2020-12-20 01:10:00,1839.84,3686.95,13.94
2020-12-20 01:20:00,1845.7,3682.08,14.5
2020-12-20 01:30:00,1843.66,3687.99,14.88
2020-12-20 01:40:00,1839.77,3705.64,14.7
2020-12-20 01:50:00,1853.98,3681.71,14.53
2020-12-20 02:00:00,1850.47,3711.97,14.55
2020-12-20 02:10:00,1839.98,3718.11,14.89
2020-12-20 02:20:00,1845.98,3712.13,15.1
2020-12-20 02:30:00,1834.22,3703.71,14.83
2020-12-20 02:40:00,1834.66,3705.82,14.68
2020-12-20 02:50:00,1826.63,3685.47,14.73
2020-12-20 03:00:00,1849.37,3700.79,14.67
2020-12-20 03:10:00,1838.26,3713.68,14.8
2020-12-20 03:20:00,1832.94,3709.41,14.88
2020-12-20 03:30:00,1852.71,3689.96,14.78
2020-12-20 03:40:00,1833.61,3692.44,14.7
2020-12-20 03:50:00,1826.64,3690.37,14.38
2020-12-20 04:00:00,1840.45,3687.94,14.15
2020-12-20 04:10:00,1833.28,3694.16,13.5
2020-12-20 04:20:00,1835.27,3684.07,13.08
2020-12-20 04:30:00,1846.35,3688.95,12.82
2020-12-20 04:40:00,1839.44,3699.65,12.58
2020-12-20 04:50:00,1838.71,3690.63,12.09
2020-12-20 05:00:00,1837.7,3688.7,11.69
2020-12-20 05:10:00,1839.33,3701.49,11.33
2020-12-20 05:20:00,1837.35,3696.38,11.24
2020-12-20 05:30:00,1846.14,3669.45,11.07
2020-12-20 05:40:00,1847.18,3666.29,10.47
2020-12-20 05:50:00,1844.56,3626.39,10.1
2020-12-20 06:00:00,1835.69,3670.41,11.01
2020-12-20 06:10:00,1841.74,3677.61,11.19
2020-12-20 06:20:00,1850.14,3692.92,10.98
2020-12-20 06:30:00,1834.77,3687.24,11.44
2020-12-20 06:40:00,1874.7,3691.36,11.61
2020-12-20 06:50:00,1867.4,3685.79,11.72
2020-12-20 07:00:00,1858.7,3696.22,12.18
2020-12-20 07:10:00,1843.01,3694.36,12.09
2020-12-20 07:20:00,1847.33,3693.76,12.4
2020-12-20 07:30:00,1835.16,3689.41,12.24
2020-12-20 07:40:00,1836.61,3697.89,11.53
2020-12-20 07:50:00,1837.9,3693.36,11.96
2020-12-20 08:00:00,1841.41,3683.0,11.69
2020-12-20 08:10:00,1841.9,3682.51,11.3
2020-12-20 08:20:00,1842.27,3692.77,10.93
2020-12-20 08:30:00,1842.98,3667.58,10.86
2020-12-20 08:40:00,1840.19,3655.3,10.89
2020-12-20 08:50:00,1842.95,3694.93,10.76
2020-12-20 09:00:00,1844.09,3691.29,11.24
2020-12-20 09:10:00,1842.2,3686.06,11.65
2020-12-20 09:20:00,1846.16,3678.76,12.04
2020-12-20 09:30:00,1848.94,3680.15,12.02
2020-12-20 09:40:00,1845.89,3693.54,12.08
2020-12-20 09:50:00,1845.0,3673.57,11.64
2020-12-20 10:00:00,1844.31,3683.83,11.24
2020-12-20 10:10:00,1844.81,3645.64,11.2
2020-12-20 10:20:00,1844.64,3600.3,11.04
2020-12-20 10:30:00,1843.42,3460.42,10.64
2020-12-20 10:40:00,1845.58,3587.38,10.53
2020-12-20 10:50:00,1849.2,3563.37,10.49
2020-12-20 11:00:00,1841.31,3650.16,10.8
2020-12-20 11:10:00,1850.93,3355.18,10.34
2020-12-20 11:20:00,1861.29,2979.09,10.14
2020-12-20 11:30:00,1851.53,2014.32,9.23
2020-12-20 11:40:00,1843.26,1297.15,8.82
2020-12-20 11:50:00,1845.94,1727.24,8.67
2020-12-20 12:00:00,1844.81,1445.45,8.37
2020-12-20 12:10:00,1803.26,1459.83,8.09
2020-12-20 12:20:00,1672.01,1602.77,7.77
2020-12-20 12:30:00,1411.02,1171.69,7.43
2020-12-20 12:40:00,798.03,1046.24,6.78
2020-12-20 12:50:00,1209.45,1031.63,7.17
2020-12-20 13:00:00,1475.81,1154.37,7.52
2020-12-20 13:10:00,1233.32,902.5,7.11
2020-12-20 13:20:00,1016.91,582.85,6.45
2020-12-20 13:30:00,892.2,460.37,5.83
2020-12-20 13:40:00,452.83,369.8,5.33
2020-12-20 13:50:00,435.62,453.77,5.54
2020-12-20 14:00:00,429.03,401.36,5.45
2020-12-20 14:10:00,412.79,368.33,5.16
2020-12-20 14:20:00,286.17,354.29,4.8
2020-12-20 14:30:00,19.87,207.99,4.5
2020-12-20 14:40:00,139.64,205.39,4.69
2020-12-20 14:50:00,161.21,231.05,4.61
2020-12-20 15:00:00,269.84,395.7,4.91
2020-12-20 15:10:00,391.88,458.72,5.08
2020-12-20 15:20:00,311.01,401.73,5.17
2020-12-20 15:30:00,248.87,301.56,4.79
2020-12-20 15:40:00,214.87,321.69,4.66
2020-12-20 15:50:00,414.87,516.84,5.28
2020-12-20 16:00:00,320.29,401.84,5.04
2020-12-20 16:10:00,295.51,395.55,4.91
2020-12-20 16:20:00,417.08,502.97,5.18
2020-12-20 16:30:00,399.42,452.72,5.1
2020-12-20 16:40:00,316.52,463.76,5.15
2020-12-20 16:50:00,335.68,491.81,5.57
2020-12-20 17:00:00,439.22,584.19,6.07
2020-12-20 17:10:00,527.32,596.94,6.19
2020-12-20 17:20:00,609.87,632.07,5.92
2020-12-20 17:30:00,696.98,661.9,5.86
2020-12-20 17:40:00,854.96,842.98,5.94
2020-12-20 17:50:00,966.06,858.67,6.09
2020-12-20 18:00:00,924.31,804.82,6.37
2020-12-20 18:10:00,822.28,790.35,6.34
2020-12-20 18:20:00,975.58,834.24,6.59
2020-12-20 18:30:00,1014.58,965.24,6.81
2020-12-20 18:40:00,1090.9,1007.47,6.72
2020-12-20 18:50:00,957.37,836.14,6.36
2020-12-20 19:00:00,661.23,610.54,6.04
2020-12-20 19:10:00,371.28,425.39,5.58
2020-12-20 19:20:00,361.08,441.45,5.32
2020-12-20 19:30:00,513.22,551.03,5.77
2020-12-20 19:40:00,590.37,608.83,6.07
2020-12-20 19:50:00,639.22,545.07,5.82
2020-12-20 20:00:00,627.01,598.64,5.98
2020-12-20 20:10:00,671.17,698.25,6.44
2020-12-20 20:20:00,512.77,630.46,6.3
2020-12-20 20:30:00,420.52,561.62,6.05
2020-12-20 20:40:00,464.84,529.56,6.05
2020-12-20 20:50:00,566.69,559.44,6.08
2020-12-20 21:00:00,513.91,536.05,5.97
2020-12-20 21:10:00,337.7,528.63,5.6
2020-12-20 21:20:00,302.88,573.52,5.78
2020-12-20 21:30:00,224.3,590.35,5.83
2020-12-20 21:40:00,194.91,672.95,5.8
2020-12-20 21:50:00,343.78,696.47,6.0
2020-12-20 22:00:00,215.02,619.66,5.68
2020-12-20 22:10:00,140.51,597.3,5.55
2020-12-20 22:20:00,36.21,643.12,5.66
2020-12-20 22:30:00,34.39,755.7,5.82
2020-12-20 22:40:00,404.54,680.58,5.97
2020-12-20 22:50:00,510.58,773.9,6.23
2020-12-20 23:00:00,621.0,757.34,6.31
2020-12-20 23:10:00,599.53,744.46,6.28
2020-12-20 23:20:00,498.92,644.63,6.05
2020-12-20 23:30:00,477.04,554.22,5.87
2020-12-20 23:40:00,464.72,550.83,5.91
2020-12-20 23:50:00,477.12,520.91,5.84
2020-12-21 00:00:00,396.37,462.96,5.51
2020-12-21 00:10:00,407.08,494.64,5.5
2020-12-21 00:20:00,356.15,391.79,5.14
2020-12-21 00:30:00,269.72,381.7,5.0
2020-12-21 00:40:00,180.16,426.24,4.98
2020-12-21 00:50:00,15.64,457.54,5.02
2020-12-21 01:00:00,11.46,506.86,5.2
2020-12-21 01:10:00,-13.33,481.7,5.12
2020-12-21 01:20:00,131.14,493.25,5.17
2020-12-21 01:30:00,120.38,450.13,5.26
2020-12-21 01:40:00,204.96,323.01,5.05
2020-12-21 01:50:00,197.24,276.75,5.09
2020-12-21 02:00:00,254.91,299.94,5.18
2020-12-21 02:10:00,309.87,285.32,5.32
2020-12-21 02:20:00,440.74,173.21,5.38
2020-12-21 02:30:00,574.33,168.89,5.48
2020-12-21 02:40:00,664.69,16.27,5.26
2020-12-21 02:50:00,552.8,19.86,4.83
2020-12-21 03:00:00,587.26,134.47,4.57
2020-12-21 03:10:00,580.63,304.32,4.57
2020-12-21 03:20:00,591.56,624.9,4.96
2020-12-21 03:30:00,528.74,355.87,4.76
2020-12-21 03:40:00,49.29,713.4,4.82
2020-12-21 03:50:00,342.21,490.2,4.44
2020-12-21 04:00:00,-6.67,387.06,4.47
2020-12-21 04:10:00,113.25,341.05,4.5
2020-12-21 04:20:00,129.5,229.12,3.94
2020-12-21 04:30:00,67.81,84.91,3.78
2020-12-21 04:40:00,43.6,126.26,3.85
2020-12-21 04:50:00,242.58,247.74,4.17
2020-12-21 05:00:00,205.11,212.55,4.13
